abstain_precision,abstain_rate,abstain_recall,accuracy_when_gold_present,answer_acc_given_gold_selected,cite_f1,decomposition_line,drop_rate,entailment,exact_acc,gold_missing_rate,gold_present_rate,gold_support_selected_rate,mtime,pattern,rows,run_dir,run_name,selected_note_rate,selected_wrong_update_rate,selection_rate,spoof_accept_rate,state_integrity_rate,support_consistency_rate,value_acc,value_acc_when_gold_selected,value_is_substring_of_selected_line_rate,wrong_update_rate
,,,0.6458333333333334,0.6739130434782609,0.6458333333333334,1.0000 -> 0.9583 -> 0.6458 -> 0.6458,0.0,0.6458333333333334,0.6458333333333334,,1.0,0.6458333333333334,1767339934.8381612,kv_commentary_noteaware_train_gold_first_k4,3,runs\kv_commentary_noteaware_train_gold_first_k4_s3q16,kv_commentary_noteaware_train_gold_first_k4_s3q16,0.3541666666666667,0.0,0.9583333333333334,,,1.0,0.6458333333333334,0.6739130434782609,1.0,
,,,0.6875,0.6875,0.6875,1.0000 -> 1.0000 -> 0.6875 -> 0.6875,0.0,0.6875,0.6875,,1.0,0.6875,1767339935.7070012,kv_commentary_noteaware_train_gold_last_k4,3,runs\kv_commentary_noteaware_train_gold_last_k4_s3q16,kv_commentary_noteaware_train_gold_last_k4_s3q16,0.3125,0.0,1.0,,,1.0,0.6875,0.6875,1.0,
,,,0.6875,0.6875,0.6875,1.0000 -> 1.0000 -> 0.6875 -> 0.6875,0.0,0.6875,0.6875,,1.0,0.6875,1767339935.3481567,kv_commentary_noteaware_train_gold_middle_k4,3,runs\kv_commentary_noteaware_train_gold_middle_k4_s3q16,kv_commentary_noteaware_train_gold_middle_k4_s3q16,0.3125,0.0,1.0,,,1.0,0.6875,0.6875,1.0,
,,,0.6875,0.6875,0.6875,1.0000 -> 1.0000 -> 0.6875 -> 0.6875,0.0,0.6875,0.6875,,1.0,0.6875,1767339936.002271,kv_commentary_noteaware_train_shuffle_k4,3,runs\kv_commentary_noteaware_train_shuffle_k4_s3q16,kv_commentary_noteaware_train_shuffle_k4_s3q16,0.3125,0.0,1.0,,,1.0,0.6875,0.6875,1.0,
,,,1.0,,1.0,1.0000 -> 0.7292 -> 1.0000 -> 1.0000,0.0,1.0,1.0,,1.0,,1767117551.3071997,kv_commentary_order_gold_first_prefer_update_k4,3,runs\kv_commentary_order_gold_first_prefer_update_k4_s3q16,kv_commentary_order_gold_first_prefer_update_k4_s3q16,,,0.7291666666666666,,,,1.0,,,
,,,1.0,,1.0,1.0000 -> 0.7292 -> 1.0000 -> 1.0000,0.0,1.0,1.0,,1.0,,1767119817.601305,kv_commentary_order_gold_last_prefer_update_k4,3,runs\kv_commentary_order_gold_last_prefer_update_k4_s3q16,kv_commentary_order_gold_last_prefer_update_k4_s3q16,,,0.7291666666666666,,,,1.0,,,
,,,1.0,,1.0,1.0000 -> 0.7292 -> 1.0000 -> 1.0000,0.0,1.0,1.0,,1.0,,1767118684.3837407,kv_commentary_order_gold_middle_prefer_update_k4,3,runs\kv_commentary_order_gold_middle_prefer_update_k4_s3q16,kv_commentary_order_gold_middle_prefer_update_k4_s3q16,,,0.7291666666666666,,,,1.0,,,
,,,1.0,,1.0,1.0000 -> 0.7292 -> 1.0000 -> 1.0000,0.0,1.0,1.0,,1.0,,1767120939.9463265,kv_commentary_order_shuffle_prefer_update_k4,3,runs\kv_commentary_order_shuffle_prefer_update_k4_s3q16,kv_commentary_order_shuffle_prefer_update_k4_s3q16,,,0.7291666666666666,,,,1.0,,,
,,,1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,,1.0,,1767225942.8784337,kv_commentary_pick_off,3,runs\kv_commentary_pick_off_s3q16,kv_commentary_pick_off_s3q16,,,1.0,,,,1.0,,,
,,,1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,,1.0,,1767226955.0936854,kv_commentary_pick_on,3,runs\kv_commentary_pick_on_s3q16,kv_commentary_pick_on_s3q16,,,1.0,,,,1.0,,,
,,,,,0.0,,0.0,1.0,0.0,,,,1767234350.2490034,kv_commentary_prefer_set_latest_k2,3,runs\kv_commentary_prefer_set_latest_k2_s3q16,kv_commentary_prefer_set_latest_k2_s3q16,,,,,,,0.0625,,,
,,,0.0,,0.0,0.0625 -> 0.0000 -> 0.0000 -> 0.0000,0.0,1.0,0.0,,0.0625,,1767235336.178083,kv_commentary_prefer_set_latest_k4,3,runs\kv_commentary_prefer_set_latest_k4_s3q16,kv_commentary_prefer_set_latest_k4_s3q16,,,0.0,,,,0.0,,,
,,,0.0,,0.0,0.0625 -> 0.0000 -> 0.0000 -> 0.0000,0.0,0.9375,0.0,,0.0625,,1767236258.6432037,kv_commentary_prefer_set_latest_k8,3,runs\kv_commentary_prefer_set_latest_k8_s3q16,kv_commentary_prefer_set_latest_k8_s3q16,,,0.0,,,,0.0,,,
,,,1.0,,1.0,1.0000 -> 0.5833 -> 1.0000 -> 1.0000,0.0,1.0,1.0,,1.0,,1767130295.3733275,kv_commentary_prefer_set_latest,5,runs\kv_commentary_prefer_set_latest_s5q24,kv_commentary_prefer_set_latest_s5q24,,,0.5833333333333334,,,,1.0,,,
,,,1.0,,1.0,1.0000 -> 0.5833 -> 1.0000 -> 1.0000,0.0,1.0,1.0,,1.0,,1767132514.4286983,kv_commentary_prefer_update_latest,5,runs\kv_commentary_prefer_update_latest_s5q24,kv_commentary_prefer_update_latest_s5q24,,,0.5833333333333334,,,,1.0,,,
,0.0,,0.75,1.0,0.75,1.0000 -> 0.7500 -> 0.7500 -> 0.7500,0.0,1.0,0.75,0.0,1.0,0.75,1767355091.9811237,kv_wrong_update_bucket10_k16_keys10,3,runs\kv_wrong_update_bucket10_k16_keys10_s3q16,kv_wrong_update_bucket10_k16_keys10_s3q16,0.0,1.0,0.75,0.6875,,1.0,0.75,1.0,1.0,0.25
,0.0,,0.5625,1.0,0.5625,1.0000 -> 0.5625 -> 0.5625 -> 0.5625,0.0,1.0,0.5625,0.0,1.0,0.5625,1767355089.8942728,kv_wrong_update_bucket10_k16_keys4,3,runs\kv_wrong_update_bucket10_k16_keys4_s3q16,kv_wrong_update_bucket10_k16_keys4_s3q16,0.0,1.0,0.5625,0.7083333333333334,,1.0,0.5625,1.0,1.0,0.4375
,0.0,,0.7916666666666666,1.0,0.7916666666666666,1.0000 -> 0.7917 -> 0.7917 -> 0.7917,0.0,1.0,0.7916666666666666,0.0,1.0,0.7916666666666666,1767355086.0551805,kv_wrong_update_bucket10_k8_keys10,3,runs\kv_wrong_update_bucket10_k8_keys10_s3q16,kv_wrong_update_bucket10_k8_keys10_s3q16,0.0,1.0,0.7916666666666666,0.75,,1.0,0.7916666666666666,1.0,1.0,0.20833333333333334
,0.0,,0.625,1.0,0.625,1.0000 -> 0.6250 -> 0.6250 -> 0.6250,0.0,1.0,0.625,0.0,1.0,0.625,1767355083.9924135,kv_wrong_update_bucket10_k8_keys4,3,runs\kv_wrong_update_bucket10_k8_keys4_s3q16,kv_wrong_update_bucket10_k8_keys4_s3q16,0.0,1.0,0.625,0.8958333333333334,,1.0,0.625,1.0,1.0,0.375
,0.0,,1.0,1.0,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,0.0,1.0,1.0,1767355051.4201624,kv_wrong_update_bucket1_k16_keys10,3,runs\kv_wrong_update_bucket1_k16_keys10_s3q16,kv_wrong_update_bucket1_k16_keys10_s3q16,0.0,,1.0,0.75,,1.0,1.0,1.0,1.0,0.0
,0.0,,1.0,1.0,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,0.0,1.0,1.0,1767355049.3528748,kv_wrong_update_bucket1_k16_keys4,3,runs\kv_wrong_update_bucket1_k16_keys4_s3q16,kv_wrong_update_bucket1_k16_keys4_s3q16,0.0,,1.0,0.9375,,1.0,1.0,1.0,1.0,0.0
,0.0,,1.0,1.0,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,0.0,1.0,1.0,1767355047.3349779,kv_wrong_update_bucket1_k8_keys10,3,runs\kv_wrong_update_bucket1_k8_keys10_s3q16,kv_wrong_update_bucket1_k8_keys10_s3q16,0.0,,1.0,1.0,,1.0,1.0,1.0,1.0,0.0
,0.0,,1.0,1.0,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,0.0,1.0,1.0,1767355045.3010242,kv_wrong_update_bucket1_k8_keys4,3,runs\kv_wrong_update_bucket1_k8_keys4_s3q16,kv_wrong_update_bucket1_k8_keys4_s3q16,0.0,,1.0,0.8125,,1.0,1.0,1.0,1.0,0.0
,0.0,,0.5625,1.0,0.5625,1.0000 -> 0.5625 -> 0.5625 -> 0.5625,0.0,1.0,0.5625,0.0,1.0,0.5625,1767355111.2787666,kv_wrong_update_bucket20_k16_keys10,3,runs\kv_wrong_update_bucket20_k16_keys10_s3q16,kv_wrong_update_bucket20_k16_keys10_s3q16,0.0,1.0,0.5625,0.7291666666666666,,1.0,0.5625,1.0,1.0,0.4375
,0.0,,0.20833333333333334,1.0,0.20833333333333334,1.0000 -> 0.2083 -> 0.2083 -> 0.2083,0.0,1.0,0.20833333333333334,0.0,1.0,0.20833333333333334,1767355109.0461,kv_wrong_update_bucket20_k16_keys4,3,runs\kv_wrong_update_bucket20_k16_keys4_s3q16,kv_wrong_update_bucket20_k16_keys4_s3q16,0.0,1.0,0.20833333333333334,0.8125,,1.0,0.20833333333333334,1.0,1.0,0.7916666666666666
,0.0,,0.4166666666666667,1.0,0.4166666666666667,1.0000 -> 0.4167 -> 0.4167 -> 0.4167,0.0,1.0,0.4166666666666667,0.0,1.0,0.4166666666666667,1767355107.0470314,kv_wrong_update_bucket20_k8_keys10,3,runs\kv_wrong_update_bucket20_k8_keys10_s3q16,kv_wrong_update_bucket20_k8_keys10_s3q16,0.0,1.0,0.4166666666666667,0.6666666666666666,,1.0,0.4166666666666667,1.0,1.0,0.5833333333333334
,0.0,,0.3333333333333333,1.0,0.3333333333333333,1.0000 -> 0.3333 -> 0.3333 -> 0.3333,0.0,1.0,0.3333333333333333,0.0,1.0,0.3333333333333333,1767355104.9732182,kv_wrong_update_bucket20_k8_keys4,3,runs\kv_wrong_update_bucket20_k8_keys4_s3q16,kv_wrong_update_bucket20_k8_keys4_s3q16,0.0,1.0,0.3333333333333333,0.8541666666666666,,1.0,0.3333333333333333,1.0,1.0,0.6666666666666666
,0.0,,0.875,1.0,0.875,1.0000 -> 0.8750 -> 0.8750 -> 0.8750,0.0,1.0,0.875,0.0,1.0,0.875,1767355330.9589121,kv_wrong_update_bucket2_k16_keys4,3,runs\kv_wrong_update_bucket2_k16_keys4_s3q16,kv_wrong_update_bucket2_k16_keys4_s3q16,0.0,1.0,0.875,0.8541666666666666,,1.0,0.875,1.0,1.0,0.125
,0.0,,0.9583333333333334,1.0,0.9583333333333334,1.0000 -> 0.9583 -> 0.9583 -> 0.9583,0.0,1.0,0.9583333333333334,0.0,1.0,0.9583333333333334,1767355536.735977,kv_wrong_update_bucket2_k16_keys4_steps120,3,runs\kv_wrong_update_bucket2_k16_keys4_steps120_s3q16,kv_wrong_update_bucket2_k16_keys4_steps120_s3q16,0.0,1.0,0.9583333333333334,0.9166666666666666,,1.0,0.9583333333333334,1.0,1.0,0.041666666666666664
,0.0,,0.8333333333333334,1.0,0.8333333333333334,1.0000 -> 0.8333 -> 0.8333 -> 0.8333,0.0,1.0,0.8333333333333334,0.0,1.0,0.8333333333333334,1767355539.0373776,kv_wrong_update_bucket2_k16_keys4_steps240,3,runs\kv_wrong_update_bucket2_k16_keys4_steps240_s3q16,kv_wrong_update_bucket2_k16_keys4_steps240_s3q16,0.0,1.0,0.8333333333333334,0.7291666666666666,,1.0,0.8333333333333334,1.0,1.0,0.16666666666666666
,0.0,,0.6458333333333334,1.0,0.6458333333333334,1.0000 -> 0.6458 -> 0.6458 -> 0.6458,0.0,1.0,0.6458333333333334,0.0,1.0,0.6458333333333334,1767355344.1048143,kv_wrong_update_bucket3_k16_keys4,3,runs\kv_wrong_update_bucket3_k16_keys4_s3q16,kv_wrong_update_bucket3_k16_keys4_s3q16,0.0,1.0,0.6458333333333334,0.8125,,1.0,0.6458333333333334,1.0,1.0,0.3541666666666667
,0.0,,0.7708333333333334,1.0,0.7708333333333334,1.0000 -> 0.7708 -> 0.7708 -> 0.7708,0.0,1.0,0.7708333333333334,0.0,1.0,0.7708333333333334,1767355357.3813322,kv_wrong_update_bucket4_k16_keys4,3,runs\kv_wrong_update_bucket4_k16_keys4_s3q16,kv_wrong_update_bucket4_k16_keys4_s3q16,0.0,1.0,0.7708333333333334,0.8541666666666666,,1.0,0.7708333333333334,1.0,1.0,0.22916666666666666
,0.0,,0.8125,1.0,0.8125,1.0000 -> 0.8125 -> 0.8125 -> 0.8125,0.0,1.0,0.8125,0.0,1.0,0.8125,1767355070.7777421,kv_wrong_update_bucket5_k16_keys10,3,runs\kv_wrong_update_bucket5_k16_keys10_s3q16,kv_wrong_update_bucket5_k16_keys10_s3q16,0.0,1.0,0.8125,0.8125,,1.0,0.8125,1.0,1.0,0.1875
,0.0,,0.75,1.0,0.75,1.0000 -> 0.7500 -> 0.7500 -> 0.7500,0.0,1.0,0.75,0.0,1.0,0.75,1767355068.5817587,kv_wrong_update_bucket5_k16_keys4,3,runs\kv_wrong_update_bucket5_k16_keys4_s3q16,kv_wrong_update_bucket5_k16_keys4_s3q16,0.0,1.0,0.75,0.8333333333333334,,1.0,0.75,1.0,1.0,0.25
,0.0,,0.8541666666666666,1.0,0.8541666666666666,1.0000 -> 0.8542 -> 0.8542 -> 0.8542,0.0,1.0,0.8541666666666666,0.0,1.0,0.8541666666666666,1767355066.546398,kv_wrong_update_bucket5_k8_keys10,3,runs\kv_wrong_update_bucket5_k8_keys10_s3q16,kv_wrong_update_bucket5_k8_keys10_s3q16,0.0,1.0,0.8541666666666666,0.7916666666666666,,1.0,0.8541666666666666,1.0,1.0,0.14583333333333334
,0.0,,0.7291666666666666,1.0,0.7291666666666666,1.0000 -> 0.7292 -> 0.7292 -> 0.7292,0.0,1.0,0.7291666666666666,0.0,1.0,0.7291666666666666,1767355064.5400858,kv_wrong_update_bucket5_k8_keys4,3,runs\kv_wrong_update_bucket5_k8_keys4_s3q16,kv_wrong_update_bucket5_k8_keys4_s3q16,0.0,1.0,0.7291666666666666,0.6458333333333334,,1.0,0.7291666666666666,1.0,1.0,0.2708333333333333
,0.0,,0.875,1.0,0.875,1.0000 -> 0.8750 -> 0.8750 -> 0.8750,0.0,1.0,0.875,0.0,1.0,0.875,1767354679.11712,kv_wrong_update_linear_bucket10_k8,3,runs\kv_wrong_update_linear_bucket10_k8_s3q16,kv_wrong_update_linear_bucket10_k8_s3q16,0.0,1.0,0.875,0.7291666666666666,,1.0,0.875,1.0,1.0,0.125
,0.0,,1.0,1.0,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,0.0,1.0,1.0,1767354651.9043074,kv_wrong_update_linear_bucket1_k8,3,runs\kv_wrong_update_linear_bucket1_k8_s3q16,kv_wrong_update_linear_bucket1_k8_s3q16,0.0,,1.0,0.8125,,1.0,1.0,1.0,1.0,0.0
,0.0,,0.5416666666666666,1.0,0.5416666666666666,1.0000 -> 0.5417 -> 0.5417 -> 0.5417,0.0,1.0,0.5416666666666666,0.0,1.0,0.5416666666666666,1767354692.2054348,kv_wrong_update_linear_bucket20_k8,3,runs\kv_wrong_update_linear_bucket20_k8_s3q16,kv_wrong_update_linear_bucket20_k8_s3q16,0.0,1.0,0.5416666666666666,0.8958333333333334,,1.0,0.5416666666666666,1.0,1.0,0.4583333333333333
,0.0,,0.8125,1.0,0.8125,1.0000 -> 0.8125 -> 0.8125 -> 0.8125,0.0,1.0,0.8125,0.0,1.0,0.8125,1767354665.0539975,kv_wrong_update_linear_bucket5_k8,3,runs\kv_wrong_update_linear_bucket5_k8_s3q16,kv_wrong_update_linear_bucket5_k8_s3q16,0.0,1.0,0.8125,0.8125,,1.0,0.8125,1.0,1.0,0.1875
,0.0,,1.0,1.0,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,0.0,1.0,1.0,1767353455.7636635,kv_wrong_update_linear_k16,3,runs\kv_wrong_update_linear_k16_s3q16,kv_wrong_update_linear_k16_s3q16,0.0,,1.0,0.75,,1.0,1.0,1.0,1.0,0.0
,0.0,,1.0,1.0,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,0.0,1.0,1.0,1767353278.1712449,kv_wrong_update_linear_k2,3,runs\kv_wrong_update_linear_k2_s3q16,kv_wrong_update_linear_k2_s3q16,0.0,,1.0,0.875,,1.0,1.0,1.0,1.0,0.0
,0.0,,1.0,1.0,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,0.0,1.0,1.0,1767353280.2668116,kv_wrong_update_linear_k4,3,runs\kv_wrong_update_linear_k4_s3q16,kv_wrong_update_linear_k4_s3q16,0.0,,1.0,0.8125,,1.0,1.0,1.0,1.0,0.0
,0.0,,1.0,1.0,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,0.0,1.0,1.0,1767353458.153651,kv_wrong_update_linear_k8_keys4,3,runs\kv_wrong_update_linear_k8_keys4_s3q16,kv_wrong_update_linear_k8_keys4_s3q16,0.0,,1.0,0.75,,1.0,1.0,1.0,1.0,0.0
,0.0,,1.0,1.0,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,0.0,1.0,1.0,1767353282.301461,kv_wrong_update_linear_k8,3,runs\kv_wrong_update_linear_k8_s3q16,kv_wrong_update_linear_k8_s3q16,0.0,,1.0,0.875,,1.0,1.0,1.0,1.0,0.0
,,,0.75,,0.75,1.0000 -> 0.7500 -> 0.7500 -> 0.7500,0.25,1.0,0.75,,1.0,,1767049971.643887,linear_drop_p0.2,3,runs\linear_drop_p0.2_s3q16,linear_drop_p0.2_s3q16,,,0.75,,,,0.75,,,
,,,0.5625,,0.5625,1.0000 -> 0.5625 -> 0.5625 -> 0.5625,0.4375,1.0,0.5625,,1.0,,1767050888.3488758,linear_drop_p0.4,3,runs\linear_drop_p0.4_s3q16,linear_drop_p0.4_s3q16,,,0.5625,,,,0.5625,,,
,,,1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,,1.0,,1767049056.336758,linear_drop_p0,3,runs\linear_drop_p0_s3q16,linear_drop_p0_s3q16,,,1.0,,,,1.0,,,
,,,0.9791666666666666,,0.9791666666666666,1.0000 -> 0.9792 -> 0.9792 -> 0.9792,0.0,1.0,0.9791666666666666,,1.0,,1767052213.0026886,linear_k1,3,runs\linear_k1_s3q16,linear_k1_s3q16,,,0.9791666666666666,,,,0.9791666666666666,,,
,,,1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,,1.0,,1767053124.9263425,linear_k2,3,runs\linear_k2_s3q16,linear_k2_s3q16,,,1.0,,,,1.0,,,
,,,1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,,1.0,,1767054032.5741322,linear_k4,3,runs\linear_k4_s3q16,linear_k4_s3q16,,,1.0,,,,1.0,,,
,,,1.0,,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,,1.0,,1767054943.6929264,linear_k8,3,runs\linear_k8_s3q16,linear_k8_s3q16,,,1.0,,,,1.0,,,
,,,0.4166666666666667,,0.4166666666666667,1.0000 -> 0.4167 -> 0.4167 -> 0.4167,0.5625,1.0,0.4166666666666667,,1.0,,1767043039.8737905,linear_order_gold_first,3,runs\linear_order_gold_first_s3q16,linear_order_gold_first_s3q16,,,0.4166666666666667,,,,0.4166666666666667,,,
,,,0.6875,,0.6875,1.0000 -> 0.6875 -> 0.6875 -> 0.6875,0.3125,1.0,0.6875,,1.0,,1767045339.6639085,linear_order_gold_last,3,runs\linear_order_gold_last_s3q16,linear_order_gold_last_s3q16,,,0.6875,,,,0.6875,,,
,,,0.6875,,0.6875,1.0000 -> 0.6875 -> 0.6875 -> 0.6875,0.3125,1.0,0.6875,,1.0,,1767044284.5678396,linear_order_gold_middle,3,runs\linear_order_gold_middle_s3q16,linear_order_gold_middle_s3q16,,,0.6875,,,,0.6875,,,
,,,0.6875,,0.6875,1.0000 -> 0.6875 -> 0.6875 -> 0.6875,0.3125,1.0,0.6875,,1.0,,1767046248.417775,linear_order_shuffle,3,runs\linear_order_shuffle_s3q16,linear_order_shuffle_s3q16,,,0.6875,,,,0.6875,,,
,,,0.1875,,0.1875,1.0000 -> 0.1875 -> 0.1875 -> 0.1875,0.0625,0.75,0.1875,,1.0,,1766957280.5929093,meta_drop_k4_shuffle_p0.2,3,runs\meta_drop_k4_shuffle_p0.2_s3q16,meta_drop_k4_shuffle_p0.2_s3q16,,,0.1875,,,,0.1875,,,
,,,0.0625,,0.08333333333333333,1.0000 -> 0.0833 -> 0.0625 -> 0.0625,0.6875,0.7708333333333334,0.0625,,1.0,,1766958548.242322,meta_drop_k4_shuffle_p0.4,3,runs\meta_drop_k4_shuffle_p0.4_s3q16,meta_drop_k4_shuffle_p0.4_s3q16,,,0.08333333333333333,,,,0.0625,,,
,,,0.22916666666666666,,0.2708333333333333,1.0000 -> 0.2708 -> 0.2292 -> 0.2292,0.0,0.75,0.22916666666666666,,1.0,,1766956036.9539344,meta_drop_k4_shuffle_p0,3,runs\meta_drop_k4_shuffle_p0_s3q16,meta_drop_k4_shuffle_p0_s3q16,,,0.2708333333333333,,,,0.22916666666666666,,,
,,,0.2708333333333333,,0.3125,1.0000 -> 0.3125 -> 0.2708 -> 0.2708,0.0,0.7916666666666666,0.2708333333333333,,1.0,,1766952359.8977492,meta_hard_selection_k4_same_shuffle,3,runs\meta_hard_selection_k4_same_shuffle_s3q16,meta_hard_selection_k4_same_shuffle_s3q16,,,0.3125,,,,0.2708333333333333,,,
,,,0.041666666666666664,,0.041666666666666664,1.0000 -> 0.0417 -> 0.0417 -> 0.0417,0.0,0.75,0.041666666666666664,,1.0,,1766953623.5391862,meta_order_gold_first_k4_same,3,runs\meta_order_gold_first_k4_same_s3q16,meta_order_gold_first_k4_same_s3q16,,,0.041666666666666664,,,,0.041666666666666664,,,
,,,0.2916666666666667,,0.5208333333333334,1.0000 -> 0.5208 -> 0.2917 -> 0.2917,0.0,0.7708333333333334,0.2916666666666667,,1.0,,1766954790.0520978,meta_order_gold_last_k4_same,3,runs\meta_order_gold_last_k4_same_s3q16,meta_order_gold_last_k4_same_s3q16,,,0.5208333333333334,,,,0.2916666666666667,,,
1.0,0.7884615384615384,1.0,0.7272727272727273,1.0,0.14583333333333334,0.2292 -> 0.6364 -> 0.7273 -> 0.1667,0.4375,1.0,0.14583333333333334,0.7884615384615384,0.22916666666666666,0.6363636363636364,1767421830.5095823,note_camouflage_linear_k4,3,runs\note_camouflage_linear_k4_s3q16,note_camouflage_linear_k4_s3q16,0.0,,0.6363636363636364,0.7142857142857143,,1.0,0.16666666666666666,1.0,1.0,0.0
,0.0,,1.0,1.0,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,0.0,1.0,1.0,1767352750.8098502,note_camouflage_note_camouflage_authfilter_k4,3,runs\note_camouflage_note_camouflage_authfilter_k4_s3q16,note_camouflage_note_camouflage_authfilter_k4_s3q16,0.0,,1.0,0.75,,1.0,1.0,1.0,1.0,0.0
,0.0,,0.875,0.875,0.875,1.0000 -> 1.0000 -> 0.8750 -> 0.8750,0.0,0.875,0.875,0.0,1.0,0.875,1767351988.6870978,note_camouflage_note_camouflage_k4,3,runs\note_camouflage_note_camouflage_k4_s3q16,note_camouflage_note_camouflage_k4_s3q16,0.125,0.0,1.0,0.875,,1.0,0.875,0.875,1.0,0.0
,0.0,,0.4166666666666667,0.8,0.4166666666666667,1.0000 -> 0.5208 -> 0.4167 -> 0.4167,0.0,0.5416666666666666,0.4166666666666667,0.0,1.0,0.4166666666666667,1767352766.152735,note_camouflage_note_camouflage_linear_camo_k4,3,runs\note_camouflage_note_camouflage_linear_camo_k4_s3q16,note_camouflage_note_camouflage_linear_camo_k4_s3q16,0.4583333333333333,0.21428571428571427,0.5208333333333334,0.6458333333333334,,1.0,0.4166666666666667,0.8,1.0,0.125
,0.0,,1.0,1.0,1.0,1.0000 -> 1.0000 -> 1.0000 -> 1.0000,0.0,1.0,1.0,0.0,1.0,1.0,1767352752.9335544,note_camouflage_note_camouflage_suite_authfilter_k4,3,runs\note_camouflage_note_camouflage_suite_authfilter_k4_s3q16,note_camouflage_note_camouflage_suite_authfilter_k4_s3q16,0.0,,1.0,0.875,,1.0,1.0,1.0,1.0,0.0
,0.0,,0.7291666666666666,0.7291666666666666,0.7291666666666666,1.0000 -> 1.0000 -> 0.7292 -> 0.7292,0.0,0.7291666666666666,0.7291666666666666,0.0,1.0,0.7291666666666666,1767351990.7548637,note_camouflage_note_camouflage_suite_k4,3,runs\note_camouflage_note_camouflage_suite_k4_s3q16,note_camouflage_note_camouflage_suite_k4_s3q16,0.2708333333333333,0.0,1.0,0.8125,,1.0,0.7291666666666666,0.7291666666666666,1.0,0.0
,0.0,,0.16666666666666666,0.38095238095238093,0.16666666666666666,1.0000 -> 0.4375 -> 0.1667 -> 0.1667,0.0,0.3958333333333333,0.16666666666666666,0.0,1.0,0.16666666666666666,1767352768.2494855,note_camouflage_note_camouflage_suite_linear_camo_k4,3,runs\note_camouflage_note_camouflage_suite_linear_camo_k4_s3q16,note_camouflage_note_camouflage_suite_linear_camo_k4_s3q16,0.6041666666666666,0.275,0.4375,0.7083333333333334,,1.0,0.16666666666666666,0.38095238095238093,1.0,0.22916666666666666
1.0,0.84,1.0,0.75,1.0,0.125,0.1667 -> 0.7500 -> 0.7500 -> 0.1250,0.1875,1.0,0.125,0.84,0.16666666666666666,0.75,1767421884.2205079,note_camouflage_suite_linear_k4,3,runs\note_camouflage_suite_linear_k4_s3q16,note_camouflage_suite_linear_k4_s3q16,0.0,,0.75,0.8333333333333334,,1.0,0.125,1.0,1.0,0.0
1.0,0.6363636363636364,1.0,0.75,1.0,0.2708333333333333,0.4167 -> 0.6500 -> 0.7500 -> 0.3125,0.375,1.0,0.2708333333333333,0.6363636363636364,0.4166666666666667,0.65,1767422010.2871168,note_camouflage_suite_linear_k8_noclamp,3,runs\note_camouflage_suite_linear_k8_noclamp_s3q16,note_camouflage_suite_linear_k8_noclamp_s3q16,0.0,,0.65,0.9230769230769231,,1.0,0.3125,1.0,1.0,0.0
1.0,0.6226415094339622,1.0,0.8,1.0,0.3125,0.4167 -> 0.7500 -> 0.8000 -> 0.3333,0.25,1.0,0.3125,0.6226415094339622,0.4166666666666667,0.75,1767421946.8171992,note_camouflage_suite_linear_k8,3,runs\note_camouflage_suite_linear_k8_s3q16,note_camouflage_suite_linear_k8_s3q16,0.0,,0.75,0.8666666666666667,,1.0,0.3333333333333333,1.0,1.0,0.0
,0.0,,0.0625,0.04,0.5208333333333334,1.0000 -> 0.5208 -> 0.0625 -> 0.0625,0.0,0.041666666666666664,0.020833333333333332,0.0,1.0,0.5208333333333334,1767422313.7855248,note_camouflage_suite_selonly_k8_clean,3,runs\note_camouflage_suite_selonly_k8_clean_s3q16,note_camouflage_suite_selonly_k8_clean_s3q16,0.0,1.0,0.5208333333333334,0.2708333333333333,,1.0,0.0625,0.04,,0.4791666666666667
